invoiceno,invoicedate,customerid,sales
536381,2010-12-01 09:41:00,15311.0,4.2
536381,2010-12-01 09:41:00,15311.0,2.95
536381,2010-12-01 09:41:00,15311.0,2.95
536381,2010-12-01 09:41:00,15311.0,11.8
536381,2010-12-01 09:41:00,15311.0,2.95
536381,2010-12-01 09:41:00,15311.0,5.1
536381,2010-12-01 09:41:00,15311.0,3.75
536381,2010-12-01 09:41:00,15311.0,5.1
536381,2010-12-01 09:41:00,15311.0,0.85
536381,2010-12-01 09:41:00,15311.0,0.85
536381,2010-12-01 09:41:00,15311.0,1.45
536381,2010-12-01 09:41:00,15311.0,4.95
536381,2010-12-01 09:41:00,15311.0,5.9
536381,2010-12-01 09:41:00,15311.0,11.9
536381,2010-12-01 09:41:00,15311.0,11.9
536381,2010-12-01 09:41:00,15311.0,5.8
536381,2010-12-01 09:41:00,15311.0,2.95
536381,2010-12-01 09:41:00,15311.0,1.95
536381,2010-12-01 09:41:00,15311.0,3.3
536381,2010-12-01 09:41:00,15311.0,11.850000000000001
536381,2010-12-01 09:41:00,15311.0,38.160000000000004
536381,2010-12-01 09:41:00,15311.0,67.5
C536379,2010-12-01 09:41:00,14527.0,-27.5
536382,2010-12-01 09:45:00,16098.0,10.2
536382,2010-12-01 09:45:00,16098.0,30.0
536382,2010-12-01 09:45:00,16098.0,19.799999999999997
536382,2010-12-01 09:45:00,16098.0,19.5
536382,2010-12-01 09:45:00,16098.0,21.0
536382,2010-12-01 09:45:00,16098.0,92.5
536382,2010-12-01 09:45:00,16098.0,23.6
536382,2010-12-01 09:45:00,16098.0,15.0
536382,2010-12-01 09:45:00,16098.0,71.4
536382,2010-12-01 09:45:00,16098.0,29.9
536382,2010-12-01 09:45:00,16098.0,29.9
536382,2010-12-01 09:45:00,16098.0,67.8
C536383,2010-12-01 09:49:00,15311.0,-4.65
536384,2010-12-01 09:53:00,18074.0,19.35
536384,2010-12-01 09:53:00,18074.0,31.200000000000003
536384,2010-12-01 09:53:00,18074.0,19.799999999999997
536384,2010-12-01 09:53:00,18074.0,17.700000000000003
536384,2010-12-01 09:53:00,18074.0,35.400000000000006
536384,2010-12-01 09:53:00,18074.0,58.0
536384,2010-12-01 09:53:00,18074.0,102.0
536384,2010-12-01 09:53:00,18074.0,17.700000000000003
536384,2010-12-01 09:53:00,18074.0,25.5
536384,2010-12-01 09:53:00,18074.0,15.8
536384,2010-12-01 09:53:00,18074.0,17.85
536384,2010-12-01 09:53:00,18074.0,41.7
536384,2010-12-01 09:53:00,18074.0,87.6
536385,2010-12-01 09:56:00,17420.0,19.95
536385,2010-12-01 09:56:00,17420.0,17.4
536385,2010-12-01 09:56:00,17420.0,25.5
536385,2010-12-01 09:56:00,17420.0,19.5
536385,2010-12-01 09:56:00,17420.0,15.0
536385,2010-12-01 09:56:00,17420.0,17.0
536385,2010-12-01 09:56:00,17420.0,16.5
536386,2010-12-01 09:57:00,16029.0,178.20000000000002
536386,2010-12-01 09:57:00,16029.0,165.0
536386,2010-12-01 09:57:00,16029.0,165.0
536387,2010-12-01 09:58:00,16029.0,733.4399999999999
536387,2010-12-01 09:58:00,16029.0,647.04
536387,2010-12-01 09:58:00,16029.0,647.04
536387,2010-12-01 09:58:00,16029.0,626.4
536387,2010-12-01 09:58:00,16029.0,540.0
536388,2010-12-01 09:59:00,16250.0,17.85
536388,2010-12-01 09:59:00,16250.0,17.85
536388,2010-12-01 09:59:00,16250.0,15.9
536388,2010-12-01 09:59:00,16250.0,14.850000000000001
536388,2010-12-01 09:59:00,16250.0,12.75
536388,2010-12-01 09:59:00,16250.0,17.700000000000003
536388,2010-12-01 09:59:00,16250.0,19.799999999999997
536388,2010-12-01 09:59:00,16250.0,5.04
536388,2010-12-01 09:59:00,16250.0,10.2
536388,2010-12-01 09:59:00,16250.0,17.4
536388,2010-12-01 09:59:00,16250.0,10.2
536388,2010-12-01 09:59:00,16250.0,27.0
536388,2010-12-01 09:59:00,16250.0,19.799999999999997
536388,2010-12-01 09:59:00,16250.0,19.799999999999997
536389,2010-12-01 10:03:00,12431.0,51.0
536389,2010-12-01 10:03:00,12431.0,39.6
536389,2010-12-01 10:03:00,12431.0,15.0
536389,2010-12-01 10:03:00,12431.0,32.7
536389,2010-12-01 10:03:00,12431.0,25.4
536389,2010-12-01 10:03:00,12431.0,35.7
536389,2010-12-01 10:03:00,12431.0,17.85
536389,2010-12-01 10:03:00,12431.0,17.0
536389,2010-12-01 10:03:00,12431.0,15.0
536389,2010-12-01 10:03:00,12431.0,15.0
536389,2010-12-01 10:03:00,12431.0,17.0
536389,2010-12-01 10:03:00,12431.0,17.0
536389,2010-12-01 10:03:00,12431.0,39.599999999999994
536389,2010-12-01 10:03:00,12431.0,20.4
536390,2010-12-01 10:19:00,17511.0,17.0
536390,2010-12-01 10:19:00,17511.0,45.0
536390,2010-12-01 10:19:00,17511.0,17.4
536390,2010-12-01 10:19:00,17511.0,34.56
536390,2010-12-01 10:19:00,17511.0,34.56
536390,2010-12-01 10:19:00,17511.0,68.0
536390,2010-12-01 10:19:00,17511.0,92.16
536390,2010-12-01 10:19:00,17511.0,102.0
536390,2010-12-01 10:19:00,17511.0,28.8
536390,2010-12-01 10:19:00,17511.0,163.2
536390,2010-12-01 10:19:00,17511.0,72.0
536390,2010-12-01 10:19:00,17511.0,72.5
536390,2010-12-01 10:19:00,17511.0,51.0
536390,2010-12-01 10:19:00,17511.0,61.44
536390,2010-12-01 10:19:00,17511.0,61.44
536390,2010-12-01 10:19:00,17511.0,31.200000000000003
536390,2010-12-01 10:19:00,17511.0,46.08
536390,2010-12-01 10:19:00,17511.0,198.0
536390,2010-12-01 10:19:00,17511.0,102.0
536390,2010-12-01 10:19:00,17511.0,81.36
536390,2010-12-01 10:19:00,17511.0,90.0
536390,2010-12-01 10:19:00,17511.0,71.03999999999999
536390,2010-12-01 10:19:00,17511.0,120.0
536390,2010-12-01 10:19:00,17511.0,165.0
C536391,2010-12-01 10:24:00,17548.0,-19.799999999999997
C536391,2010-12-01 10:24:00,17548.0,-6.959999999999999
C536391,2010-12-01 10:24:00,17548.0,-6.959999999999999
C536391,2010-12-01 10:24:00,17548.0,-6.959999999999999
C536391,2010-12-01 10:24:00,17548.0,-41.400000000000006
C536391,2010-12-01 10:24:00,17548.0,-19.799999999999997
C536391,2010-12-01 10:24:00,17548.0,-39.599999999999994
536392,2010-12-01 10:29:00,13705.0,11.7
536392,2010-12-01 10:29:00,13705.0,15.0
536392,2010-12-01 10:29:00,13705.0,15.0
536392,2010-12-01 10:29:00,13705.0,15.0
536392,2010-12-01 10:29:00,13705.0,165.0
536392,2010-12-01 10:29:00,13705.0,15.0
536392,2010-12-01 10:29:00,13705.0,15.0
536392,2010-12-01 10:29:00,13705.0,23.8
536392,2010-12-01 10:29:00,13705.0,27.04
536392,2010-12-01 10:29:00,13705.0,15.600000000000001
536393,2010-12-01 10:37:00,13747.0,79.6
536394,2010-12-01 10:39:00,13408.0,10.08
536394,2010-12-01 10:39:00,13408.0,177.60000000000002
536394,2010-12-01 10:39:00,13408.0,177.60000000000002
536394,2010-12-01 10:39:00,13408.0,177.60000000000002
536394,2010-12-01 10:39:00,13408.0,177.60000000000002
536394,2010-12-01 10:39:00,13408.0,59.400000000000006
536394,2010-12-01 10:39:00,13408.0,45.0
536394,2010-12-01 10:39:00,13408.0,60.0
536394,2010-12-01 10:39:00,13408.0,25.200000000000003
536394,2010-12-01 10:39:00,13408.0,81.6
536394,2010-12-01 10:39:00,13408.0,33.0
536395,2010-12-01 10:47:00,13767.0,31.6
536395,2010-12-01 10:47:00,13767.0,54.08
536395,2010-12-01 10:47:00,13767.0,13.200000000000001
536395,2010-12-01 10:47:00,13767.0,13.200000000000001
536395,2010-12-01 10:47:00,13767.0,13.200000000000001
536395,2010-12-01 10:47:00,13767.0,27.6
536395,2010-12-01 10:47:00,13767.0,16.8
536395,2010-12-01 10:47:00,13767.0,15.0
536395,2010-12-01 10:47:00,13767.0,30.0
536395,2010-12-01 10:47:00,13767.0,30.0
536395,2010-12-01 10:47:00,13767.0,30.0
536395,2010-12-01 10:47:00,13767.0,31.6
536395,2010-12-01 10:47:00,13767.0,100.80000000000001
536395,2010-12-01 10:47:00,13767.0,100.80000000000001
536396,2010-12-01 10:51:00,17850.0,15.299999999999999
536396,2010-12-01 10:51:00,17850.0,20.34
536396,2010-12-01 10:51:00,17850.0,22.0
536396,2010-12-01 10:51:00,17850.0,29.700000000000003
536396,2010-12-01 10:51:00,17850.0,29.700000000000003
536396,2010-12-01 10:51:00,17850.0,6.36
536396,2010-12-01 10:51:00,17850.0,6.36
536396,2010-12-01 10:51:00,17850.0,6.36
536396,2010-12-01 10:51:00,17850.0,6.36
536396,2010-12-01 10:51:00,17850.0,9.9
536396,2010-12-01 10:51:00,17850.0,27.8
536396,2010-12-01 10:51:00,17850.0,12.600000000000001
536396,2010-12-01 10:51:00,17850.0,30.599999999999998
536396,2010-12-01 10:51:00,17850.0,20.34
536396,2010-12-01 10:51:00,17850.0,20.34
536396,2010-12-01 10:51:00,17850.0,15.3
536396,2010-12-01 10:51:00,17850.0,71.5
536396,2010-12-01 10:51:00,17850.0,25.5
536397,2010-12-01 10:51:00,17924.0,55.800000000000004
536397,2010-12-01 10:51:00,17924.0,223.20000000000002
536398,2010-12-01 10:52:00,13448.0,6.959999999999999
536398,2010-12-01 10:52:00,13448.0,17.700000000000003
536398,2010-12-01 10:52:00,13448.0,27.0
536398,2010-12-01 10:52:00,13448.0,20.4
536398,2010-12-01 10:52:00,13448.0,51.0
536398,2010-12-01 10:52:00,13448.0,15.9
536398,2010-12-01 10:52:00,13448.0,25.200000000000003
536398,2010-12-01 10:52:00,13448.0,25.200000000000003
536398,2010-12-01 10:52:00,13448.0,25.200000000000003
536398,2010-12-01 10:52:00,13448.0,15.0
536398,2010-12-01 10:52:00,13448.0,19.799999999999997
536398,2010-12-01 10:52:00,13448.0,20.1
536398,2010-12-01 10:52:00,13448.0,15.8
536398,2010-12-01 10:52:00,13448.0,37.2
536398,2010-12-01 10:52:00,13448.0,44.550000000000004
536398,2010-12-01 10:52:00,13448.0,15.0
536398,2010-12-01 10:52:00,13448.0,44.550000000000004
536399,2010-12-01 10:52:00,17850.0,11.100000000000001
536399,2010-12-01 10:52:00,17850.0,11.100000000000001
536400,2010-12-01 10:53:00,13448.0,17.4
536401,2010-12-01 11:21:00,15862.0,2.55
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,2.5
536401,2010-12-01 11:21:00,15862.0,2.95
536401,2010-12-01 11:21:00,15862.0,3.35
536401,2010-12-01 11:21:00,15862.0,1.45
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,2.5
536401,2010-12-01 11:21:00,15862.0,1.65
536401,2010-12-01 11:21:00,15862.0,5.8
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,4.95
536401,2010-12-01 11:21:00,15862.0,7.5
536401,2010-12-01 11:21:00,15862.0,2.5
536401,2010-12-01 11:21:00,15862.0,19.9
536401,2010-12-01 11:21:00,15862.0,9.95
536401,2010-12-01 11:21:00,15862.0,5.95
536401,2010-12-01 11:21:00,15862.0,4.25
536401,2010-12-01 11:21:00,15862.0,14.850000000000001
536401,2010-12-01 11:21:00,15862.0,2.55
536401,2010-12-01 11:21:00,15862.0,2.95
536401,2010-12-01 11:21:00,15862.0,3.38
536401,2010-12-01 11:21:00,15862.0,7.95
536401,2010-12-01 11:21:00,15862.0,0.55
536401,2010-12-01 11:21:00,15862.0,0.55
536401,2010-12-01 11:21:00,15862.0,1.1
536401,2010-12-01 11:21:00,15862.0,11.8
536401,2010-12-01 11:21:00,15862.0,4.2
536401,2010-12-01 11:21:00,15862.0,2.1
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,0.85
536401,2010-12-01 11:21:00,15862.0,1.6500000000000001
536401,2010-12-01 11:21:00,15862.0,2.95
536401,2010-12-01 11:21:00,15862.0,2.95
536401,2010-12-01 11:21:00,15862.0,2.5
536401,2010-12-01 11:21:00,15862.0,3.75
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,3.3
536401,2010-12-01 11:21:00,15862.0,5.9
536401,2010-12-01 11:21:00,15862.0,5.9
536401,2010-12-01 11:21:00,15862.0,5.95
536401,2010-12-01 11:21:00,15862.0,1.25
536401,2010-12-01 11:21:00,15862.0,5.1
536401,2010-12-01 11:21:00,15862.0,7.6499999999999995
536401,2010-12-01 11:21:00,15862.0,1.65
536401,2010-12-01 11:21:00,15862.0,11.8
536401,2010-12-01 11:21:00,15862.0,8.850000000000001
536401,2010-12-01 11:21:00,15862.0,5.95
536401,2010-12-01 11:21:00,15862.0,7.95
536401,2010-12-01 11:21:00,15862.0,1.65
536401,2010-12-01 11:21:00,15862.0,3.3
536401,2010-12-01 11:21:00,15862.0,1.65
536401,2010-12-01 11:21:00,15862.0,1.65
536401,2010-12-01 11:21:00,15862.0,12.75
536401,2010-12-01 11:21:00,15862.0,8.850000000000001
536401,2010-12-01 11:21:00,15862.0,8.850000000000001
536401,2010-12-01 11:21:00,15862.0,22.95
536401,2010-12-01 11:21:00,15862.0,16.95
536401,2010-12-01 11:21:00,15862.0,11.8
536401,2010-12-01 11:21:00,15862.0,10.65
536401,2010-12-01 11:21:00,15862.0,4.25
536401,2010-12-01 11:21:00,15862.0,13.9
536401,2010-12-01 11:21:00,15862.0,11.9
536402,2010-12-01 11:22:00,15513.0,102.0
536402,2010-12-01 11:22:00,15513.0,102.0
536402,2010-12-01 11:22:00,15513.0,153.0
536403,2010-12-01 11:27:00,12791.0,177.60000000000002
536403,2010-12-01 11:27:00,12791.0,15.0
536404,2010-12-01 11:29:00,16218.0,30.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,19.799999999999997
536404,2010-12-01 11:29:00,16218.0,30.599999999999998
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,10.2
536404,2010-12-01 11:29:00,16218.0,10.2
536404,2010-12-01 11:29:00,16218.0,10.2
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,15.0
536404,2010-12-01 11:29:00,16218.0,25.200000000000003
536404,2010-12-01 11:29:00,16218.0,13.200000000000001
536404,2010-12-01 11:29:00,16218.0,13.200000000000001
536404,2010-12-01 11:29:00,16218.0,13.200000000000001
536404,2010-12-01 11:29:00,16218.0,13.200000000000001
536404,2010-12-01 11:29:00,16218.0,13.200000000000001
536404,2010-12-01 11:29:00,16218.0,16.5
536404,2010-12-01 11:29:00,16218.0,16.5
536404,2010-12-01 11:29:00,16218.0,16.5
536404,2010-12-01 11:29:00,16218.0,39.599999999999994
536405,2010-12-01 11:32:00,14045.0,326.4
536406,2010-12-01 11:33:00,17850.0,20.4
536406,2010-12-01 11:33:00,17850.0,27.12
536406,2010-12-01 11:33:00,17850.0,22.0
536406,2010-12-01 11:33:00,17850.0,29.700000000000003
536406,2010-12-01 11:33:00,17850.0,6.36
536406,2010-12-01 11:33:00,17850.0,6.36
536406,2010-12-01 11:33:00,17850.0,6.36
536406,2010-12-01 11:33:00,17850.0,6.36
536406,2010-12-01 11:33:00,17850.0,19.8
536406,2010-12-01 11:33:00,17850.0,27.8
536406,2010-12-01 11:33:00,17850.0,12.600000000000001
536406,2010-12-01 11:33:00,17850.0,15.299999999999999
536406,2010-12-01 11:33:00,17850.0,20.34
536406,2010-12-01 11:33:00,17850.0,20.34
536406,2010-12-01 11:33:00,17850.0,15.3
536406,2010-12-01 11:33:00,17850.0,71.5
536406,2010-12-01 11:33:00,17850.0,25.5
536407,2010-12-01 11:34:00,17850.0,11.100000000000001
536407,2010-12-01 11:34:00,17850.0,11.100000000000001
536408,2010-12-01 11:41:00,14307.0,10.08
536408,2010-12-01 11:41:00,14307.0,10.08
536408,2010-12-01 11:41:00,14307.0,10.2
536408,2010-12-01 11:41:00,14307.0,19.799999999999997
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,10.2
536408,2010-12-01 11:41:00,14307.0,23.4
536408,2010-12-01 11:41:00,14307.0,15.8
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,12.600000000000001
536408,2010-12-01 11:41:00,14307.0,25.200000000000003
536408,2010-12-01 11:41:00,14307.0,20.4
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,11.399999999999999
536408,2010-12-01 11:41:00,14307.0,17.700000000000003
536408,2010-12-01 11:41:00,14307.0,19.799999999999997
536408,2010-12-01 11:41:00,14307.0,9.899999999999999
536408,2010-12-01 11:41:00,14307.0,15.9
536408,2010-12-01 11:41:00,14307.0,15.9
536408,2010-12-01 11:41:00,14307.0,19.799999999999997
536408,2010-12-01 11:41:00,14307.0,10.2
536408,2010-12-01 11:41:00,14307.0,13.52
536408,2010-12-01 11:41:00,14307.0,17.85
536408,2010-12-01 11:41:00,14307.0,17.85
536408,2010-12-01 11:41:00,14307.0,23.6
536408,2010-12-01 11:41:00,14307.0,30.599999999999998
536408,2010-12-01 11:41:00,14307.0,5.04
536408,2010-12-01 11:41:00,14307.0,10.5
536408,2010-12-01 11:41:00,14307.0,17.0
536408,2010-12-01 11:41:00,14307.0,17.85
536408,2010-12-01 11:41:00,14307.0,17.85
536408,2010-12-01 11:41:00,14307.0,22.5
536408,2010-12-01 11:41:00,14307.0,13.200000000000001
536408,2010-12-01 11:41:00,14307.0,17.4
536408,2010-12-01 11:41:00,14307.0,14.850000000000001
536408,2010-12-01 11:41:00,14307.0,19.799999999999997
536408,2010-12-01 11:41:00,14307.0,6.3
536408,2010-12-01 11:41:00,14307.0,5.04
536408,2010-12-01 11:41:00,14307.0,23.4
536408,2010-12-01 11:41:00,14307.0,15.299999999999999
536408,2010-12-01 11:41:00,14307.0,30.599999999999998
536408,2010-12-01 11:41:00,14307.0,16.5
536408,2010-12-01 11:41:00,14307.0,23.400000000000002
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,15.0
536408,2010-12-01 11:41:00,14307.0,19.799999999999997
536409,2010-12-01 11:45:00,17908.0,19.049999999999997
536409,2010-12-01 11:45:00,17908.0,3.75
536409,2010-12-01 11:45:00,17908.0,4.95
536409,2010-12-01 11:45:00,17908.0,6.75
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,1.65
536409,2010-12-01 11:45:00,17908.0,2.1
536409,2010-12-01 11:45:00,17908.0,3.75
536409,2010-12-01 11:45:00,17908.0,2.1
536409,2010-12-01 11:45:00,17908.0,2.1
536409,2010-12-01 11:45:00,17908.0,2.95
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,2.95
536409,2010-12-01 11:45:00,17908.0,2.95
536409,2010-12-01 11:45:00,17908.0,6.35
536409,2010-12-01 11:45:00,17908.0,7.95
536409,2010-12-01 11:45:00,17908.0,4.25
536409,2010-12-01 11:45:00,17908.0,3.75
536409,2010-12-01 11:45:00,17908.0,10.5
536409,2010-12-01 11:45:00,17908.0,0.42
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,6.75
536409,2010-12-01 11:45:00,17908.0,5.1
536409,2010-12-01 11:45:00,17908.0,5.1
536409,2010-12-01 11:45:00,17908.0,2.95
536409,2010-12-01 11:45:00,17908.0,8.850000000000001
536409,2010-12-01 11:45:00,17908.0,3.9
536409,2010-12-01 11:45:00,17908.0,15.0
536409,2010-12-01 11:45:00,17908.0,5.88
536409,2010-12-01 11:45:00,17908.0,2.88
536409,2010-12-01 11:45:00,17908.0,5.95
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,1.65
536409,2010-12-01 11:45:00,17908.0,7.800000000000001
536409,2010-12-01 11:45:00,17908.0,5.95
536409,2010-12-01 11:45:00,17908.0,1.65
536409,2010-12-01 11:45:00,17908.0,2.95
536409,2010-12-01 11:45:00,17908.0,1.95
536409,2010-12-01 11:45:00,17908.0,2.5
536409,2010-12-01 11:45:00,17908.0,4.95
536409,2010-12-01 11:45:00,17908.0,12.7
536409,2010-12-01 11:45:00,17908.0,2.1
536409,2010-12-01 11:45:00,17908.0,1.65
536409,2010-12-01 11:45:00,17908.0,4.35
536409,2010-12-01 11:45:00,17908.0,4.35
536409,2010-12-01 11:45:00,17908.0,2.52
536409,2010-12-01 11:45:00,17908.0,1.7
536409,2010-12-01 11:45:00,17908.0,3.9
536409,2010-12-01 11:45:00,17908.0,1.95
536409,2010-12-01 11:45:00,17908.0,1.25
536409,2010-12-01 11:45:00,17908.0,0.85
536409,2010-12-01 11:45:00,17908.0,3.4799999999999995
